111,-274.540954589844,Zr24 O8,64.3602866374555
111.1,-274.434631347656,Zr24 O8,64.3602866374555
111.2,-276.402221679687,Zr24 O8,64.3602866374555
110,-278.100799560547,Zr24 O8,56.47719394566
110.1,-276.156433105469,Zr24 O8,56.47719394566
110.2,-274.711364746094,Zr24 O8,56.47719394566
101,-206.891891479492,Zr18 O6,44.8976290329906
101.1,-206.534332275391,Zr18 O6,44.8976290329906
101.2,-206.976104736328,Zr18 O6,44.8976290329906
101.3,-207.166290283203,Zr18 O6,44.8976290329906
100,-137.449920654297,Zr12 O4,32.60712329984
100.1,-138.068145751953,Zr12 O4,32.60712329984
1,-138.071411132813,Zr12 O4,30.863776881664
221,-555.079162597656,Zr48 O16,117.095127363986
221.1,-553.055603027344,Zr48 O16,117.095127363986
212,-555.429748535156,Zr48 O16,106.079513233092
212.1,-555.942138671875,Zr48 O16,106.079513233092
212.2,-555.929931640625,Zr48 O16,106.079513233092
212.3,-555.678649902344,Zr48 O16,106.079513233092
212.4,-555.776733398438,Zr48 O16,106.079513233092
212.5,-555.694580078125,Zr48 O16,106.079513233092
211,-828.593383789062,Zr72 O24,183.250052712136
211.1,-829.123168945313,Zr72 O24,183.250052712136
211.2,-828.537048339844,Zr72 O24,183.250052712136
211.3,-828.554016113281,Zr72 O24,183.250052712136
211.4,-829.574584960938,Zr72 O24,183.250052712136
211.5,-829.818420410156,Zr72 O24,183.250052712136
211.6,-829.154602050781,Zr72 O24,183.250052712136
210,-415.124450683594,Zr36 O12,86.2703360993726
210.1,-414.65625,Zr36 O12,86.2703360993726
210.2,-413.728271484375,Zr36 O12,86.2703360993726
201,-417.119964599609,Zr36 O12,72.1489577444555
201.1,-417.218200683594,Zr36 O12,72.1489577444555
201.2,-417.924255371094,Zr36 O12,72.1489577444555
201.3,-417.889434814453,Zr36 O12,72.1489577444555
2-12.0,-415.144134521484,Zr36 O12,83.6657925619705
2-12.1,-415.704223632813,Zr36 O12,83.6657925619705
102,-417.162994384766,Zr36 O12,69.8105686524495
102.1,-417.006225585938,Zr36 O12,69.8105686524495
102.2,-418.354187011719,Zr36 O12,69.8105686524495
o2,-9.79673671722412,O2,
zr3o,-71.4042053222656,O2Zr6,
