Dataset 0,
X,Y
24.26534984881599,3.429077051509836
24.329684450030875,3.3275778164106384
24.372574184174134,3.293744738044211
24.41546391831739,3.226078581311441
24.474437302764365,3.192245502945042
24.511965820139714,2.989247032746647
24.565577987818784,3.1584124245786427
24.59774528842623,3.4629101298762066
24.640635022569484,3.699741678441029
24.66744110640902,3.5305762866090333
24.688885973480648,3.3275778164106384
24.70496962378437,3.1584124245786427
24.75858179146344,2.820081640914651
24.801471525606694,2.447917778884232
24.833638826214138,2.0419208384874423
24.887250993893208,1.602090819724225
24.946224378340183,0.925429252396242
24.999836546019253,0.587098468732222
25.053448713698327,0.18110152833546067
25.112422098145302,0.11343537160266237
25.149950615520652,0.38409999853382715
25.20892399996763,0.7562638605642178
25.219646433503442,1.1284277225946653
25.25717495087879,1.5344246629914267
25.283981034718327,2.1434200735866398
25.273258601182516,2.7524154841818245
25.30006468502205,3.3614108947770376
25.31614833532577,3.8012409135402265
25.36439928623693,4.545568637601036
25.38584415330856,5.0530648130970235
25.40192780361228,5.357562518394587
25.44481753775554,5.729726380425035
25.48234605513089,5.391395596761015
25.53059700604205,4.782400186165802
25.55740308988159,4.308737089036214
25.60029282402484,3.7674078351738274
25.62173769109647,3.293744738044211
25.648543774936005,2.820081640914651
25.777212977365775,2.1434200735866398
25.84154757858066,1.974254681754644
25.905882179795544,1.974254681754644
25.943410697170894,1.8050892899226483
25.98630043131415,1.5682577413578258
26.029190165457408,1.39909234952583
26.10960841697601,0.9592623307626695
26.195387885262523,0.3502669201674564
26.259722486477408,0.24876768506823055
26.340140737996016,0.04576921486983565
26.425920206282527,-0.05573002022933338
26.511699674569037,-0.08956309859576095
26.586756709319737,0.14726844996906152
26.640368876998807,0.6547646254650488
26.683258611142065,1.4329254278922292
26.731509562053226,2.278752387052208
26.763676862660667,3.0569131894794452
26.790482946500205,4.038072462105021
26.85481754771509,4.613234794333806
26.919152148929975,4.951565577997826
26.97812553337695,5.086897891463423
27.03709891782393,5.0530648130970235
27.063905001663464,4.4779024808682095
27.079988651967184,3.7674078351738274
27.101433519038814,3.124579346212215
27.122878386110443,2.4817508572506597
27.16040690348579,1.7712562115562207
27.192574204093233,1.0269284874954394
27.21938028793277,0.4179330769002263
27.278353672379744,-0.08956309859576095
27.337327056826723,0.0119361365034365
27.390939224505793,0.3502669201674564
27.439190175416954,1.1284277225946653
27.455273825720678,1.8389223682890474
27.465996259256492,2.5494170139834296
27.498163559863933,3.429077051509836
27.519608426935562,4.274904010669815
27.541053294007188,5.0530648130970235
27.541053294007188,5.932724850623401
27.551775727543003,6.880051044882578
27.583943028150447,8.098041866073004
27.573220594614632,9.146867295431406
27.57858181138254,10.466357351720973
27.610749111989982,11.481349702712947
27.610749111989982,12.767006680636172
27.610749111989982,13.61283363979615
27.610749111989982,15.507486028314531
27.626832762293702,17.266806103367315
27.637555195829517,18.9584600216873
27.63219397906161,20.616280861640888
27.659000062901143,22.172602466495277
27.680444929972772,23.322927130952877
27.680444929972772,24.980747970906492
27.691167363508587,26.30023802719606
27.696528580276492,28.025725023882444
27.7018897970444,30.52937282299601
27.723334664116027,32.66085676007921
27.744779531187657,34.826173775528815
27.744779531187657,36.382495380383176
27.750140747955562,38.81847702276397
27.728695880883933,40.71312941128235
27.734057097651842,42.40478332960234
27.73941831441975,44.29943571812072
27.73941831441975,46.0925888715399
27.75550196472347,48.76540206248549
27.771585615027192,50.69388752937027
27.7769468317951,52.31787529095746
27.7769468317951,54.44935922804066
27.84664264977789,56.44551085165824
27.948505768368122,54.720023854971856
28.0074791528151,52.69003915298785
28.04500767019045,50.08489211877509
28.04500767019045,48.224072808623106
28.04500767019045,46.26175426337193
28.055730103726265,43.82577262099113
28.055730103726265,42.26945101613674
28.06109132049417,40.67929633291595
28.11470348817324,38.48014623909995
28.12006470494115,37.09299002607759
28.13614835524487,35.638167656322395
28.12006470494115,34.01417989473521
28.14150957201278,31.9841951927512
28.13614835524487,30.969202841759227
28.13614835524487,29.548213550370434
28.13614835524487,28.465555042645633
28.162954439084405,26.70623496759285
28.15223200554859,25.420577989669653
28.17367687262022,23.728924071349667
28.16831565585231,22.612432485258495
28.16831565585231,21.2591093506025
28.18976052292394,19.73662082411451
28.184399306156035,18.24796537599292
28.184399306156035,16.69164377113853
28.19512173969185,15.16915524465054
28.22192782353138,13.003838229200937
28.24873390737092,11.346017389247379
28.254095124138825,9.113034217064978
28.291623641514175,7.049216436714573
28.33451337565743,5.323729440028217
28.37740310980069,4.139571697204218
28.45782136131929,3.1584124245786427
28.51679474576627,2.312585465418664
28.650825164963948,1.39909234952583
28.870635052448133,0.9930954091290403
29.02074912194953,1.6359238980906525
29.138695890843486,2.5155839356170304
29.256642659737437,2.7185824058154253
29.390673078935116,2.008087760121043
29.540787148436515,1.4329254278922292
29.696262434705815,0.925429252396242
29.899988671886284,-0.021896941862934227
30.039380307851864,0.45176615526665387
30.135882209674193,1.2637600360602335
30.264551412103962,2.008087760121043
30.393220614533732,1.7712562115562207
30.52725103373141,1.5682577413578258
30.64519780262536,1.5344246629914267
30.78995065535885,0.7562638605642178
30.87573012364537,0.485599233633053
30.97223202546769,0.8915961740298428
31.090178794361645,1.4329254278922292
31.149152178808624,1.0945946442282377
31.218847996791418,0.5532653903658513
31.363600849524907,0.6885977038314479
31.733524806510488,0.6885977038314479
31.9694183442984,0.7562638605642178
31.513714919026302,0.6885977038314479
32.092726329960264,0.7900969389306454
32.291091350372824,0.7224307821978471
32.430482986338404,0.7900969389306454
32.537707321696544,0.3502669201674564
32.789684509788174,0.3502669201674564
32.90763127868213,0.11343537160266237
32.98804953020074,0.11343537160266237
33.09527386555888,0.11343537160266237
33.22394306798864,0.485599233633053
33.16496968354167,0.14726844996906152
33.29363888597144,1.1284277225946653
33.37405713749004,1.5682577413578258
33.50808755668772,1.8389223682890474
33.63139554234958,1.5344246629914267
33.68500771002865,1.2637600360602335
33.74398109447563,0.8915961740298428
33.84584421306586,0.9592623307626695
33.96915219872773,0.9592623307626695
34.119266268229126,0.7562638605642178
34.226490603587266,0.587098468732222
34.333714938945405,0.31643384180105727
34.457022924607266,0.31643384180105727
34.53744117612587,0.3502669201674564
34.655387945019825,-0.08956309859576095
34.767973497145874,0.0119361365034365
34.875197832504014,0.485599233633053
34.96633851755843,0.38409999853382715
35.100368936756105,0.2149346067018314
35.34162369131192,0.24876768506823055
35.21295448888216,0.14726844996906152
35.52926627818867,-0.08956309859576095
35.7061864315296,0.14726844996906152
35.86702293456681,0.11343537160266237
36.02785943760402,0.14726844996906152
36.14044498973007,0.24876768506823055
36.25303054185612,0.14726844996906152
36.36025487721426,0.6209315470986496
36.46211799580449,1.297593114426661
36.57470354793054,2.1434200735866398
36.665844232984966,3.3952439731434367
36.703372750360316,4.816233264532201
36.76234613480729,6.1018902424554256
36.75162370127148,7.387547220378593
36.75162370127148,8.470205728103394
36.78915221864682,9.755862706026562
36.810597085718456,10.94002044885056
36.83204195279008,12.327176661872954
36.81595830248636,13.815832109994545
36.83740316955799,15.270654479749766
36.848125603093806,15.947316047077749
36.85348681986171,16.75930992787133
36.86420925339752,17.977300749061698
36.880292903701246,19.296790805351293
36.880292903701246,20.954611645304908
36.91246020430869,21.868104761197685
36.90709898754078,22.984596347288885
36.90173777077287,24.168754090112884
36.93390507138031,25.352911832936883
36.949988721684036,26.19873879209686
36.987517239059386,27.45056269165366
37.04649062350636,28.499388121012032
37.12154765825706,28.093391180615242
37.175159825936134,26.875400359424845
37.201965909775666,25.725075694967273
37.207327126543575,24.405585638677678
37.244855643918925,22.84926403382329
37.244855643918925,21.56360705590012
37.25021686068683,20.48094854817529
37.26093929422264,18.856960786588132
37.271661727758456,17.300639181733743
37.282384161294274,16.387146065840938
37.282384161294274,15.067656009551314
37.314551461901715,13.680499796528949
37.325273895437526,11.887346643109765
37.325273895437526,10.60168966518657
37.33599632897334,9.113034217064978
37.33599632897334,7.962709552607407
37.362802412812876,6.677052574684183
37.352079979277065,5.391395596761015
37.41105336372404,4.105738618837819
37.50755526554637,2.414084700517833
37.43249823079567,3.0569131894794452
37.566528649993344,1.500591584625056
37.652308118279855,1.0269284874954394
37.743448803334275,0.38409999853382715
37.856034355460324,-0.021896941862934227
37.990064774657995,0.0796022932362348
38.11337276031986,0.0796022932362348
38.23668074598173,0.31643384180105727
38.34926629810777,0.11343537160266237
38.48865793407335,0.11343537160266237
38.63877200357475,0.11343537160266237
38.78352485630824,-0.08956309859576095
38.89074919166638,0.2149346067018314
38.97116744318499,0.0796022932362348
39.08911421207894,0.2149346067018314
39.2070609809729,0.38409999853382715
39.31964653309895,0.31643384180105727
39.432232085224996,0.2826007634346581
39.52873398704732,0.9592623307626695
39.63059710563755,1.7035900548234508
39.7431826577636,2.5832500923498287
39.828962126050115,3.1584124245786427
39.88793551049709,2.5494170139834296
39.936186461408255,1.9404216033882165
39.979076195551514,1.1960938793274352
40.06485566383802,0.485599233633053
40.129190265052905,0.14726844996906152
40.220330950107325,-0.05573002022933338
40.343638935769185,0.11343537160266237
40.472308138198954,-0.05573002022933338
40.55808760648547,0.3502669201674564
40.62242220770035,0.8239300172970445
40.686756808915234,0.5532653903658513
40.761813843665934,0.24876768506823055
40.815426011345004,-0.15722925532855925
40.89584426286361,-0.05573002022933338
41.01379103175756,0.18110152833546067
41.1156541503478,0.38409999853382715
41.21215605217013,0.7224307821978471
41.30865795399245,0.7224307821978471
41.41588228935059,0.8239300172970445
41.50702297440502,1.2299269576938343
41.57671879238781,1.6359238980906525
41.65177582713851,1.974254681754644
41.72683286188921,2.380251622151434
41.81797354694362,2.989247032746647
41.8715857146227,3.835073991906654
41.89839179846223,4.782400186165802
41.91983666553385,5.492894831860212
41.93592031583758,6.406387947753018
41.96272639967711,6.913884123249005
41.99489370028455,7.861210317508181
42.00561613382037,9.04536806033218
42.016338567356186,9.755862706026562
42.027061000892,10.60168966518657
42.05922830149944,11.447516624346548
42.08067316857107,12.225677426773785
42.11820168594642,12.733173602269773
42.15036898655386,12.530175132071378
42.17717507039339,12.259510505140156
42.24687088837618,12.293343583506555
42.268315755447816,12.699340523903373
42.29512183928735,12.767006680636172
42.34873400696642,12.49634205370495
42.38626252434177,11.515182781079375
42.40234617464549,10.838521213751392
42.418429824949214,10.060360411324183
42.418429824949214,9.3498657656298
42.445235908788746,8.368706493004197
42.455958342324564,7.421380298745021
42.47204199262828,6.643219496317812
42.50420929323572,5.763559458791406
42.552460244146886,4.816233264532201
42.557821460914795,3.902740148639424
42.589988761522235,2.92158087601382
42.61679484536177,2.1434200735866398
42.681129446576655,1.4667585062586568
42.777631348398984,0.8915961740298428
42.863410816685494,0.45176615526665387
42.95991271850782,0.0796022932362348
43.056414620330145,0.14726844996906152
43.14219408861666,0.31643384180105727
43.26014085751061,-0.05573002022933338
43.32983667549341,0.11343537160266237
43.453144661155264,0.4179330769002263
43.54428534620969,0.24876768506823055
43.6247035977283,-0.1233961769621601
43.72120549955062,0.2149346067018314
43.83915226844458,0.5194323119994522
43.94637660380272,0.925429252396242
44.01607242178551,1.1284277225946653
44.10185189007201,1.297593114426661
44.13938040744737,0.9930954091290403
44.19835379189435,0.6209315470986496
44.23588230926969,0.31643384180105727
44.3109393440204,0.0796022932362348
44.40208002907481,0.0796022932362348
44.45569219675388,0.2149346067018314
44.55755531534412,0.4179330769002263
44.61652869979109,0.7224307821978471
44.68086330100598,1.0607615658618386
44.713030601613426,1.297593114426661
44.77736520282831,1.297593114426661
44.836338587275286,1.0607615658618386
44.91675683879389,0.925429252396242
44.970369006472964,0.8239300172970445
45.04006482445575,0.8915961740298428
45.152650376581796,0.8915961740298428
45.206262544260866,0.8239300172970445
45.270597145475755,0.45176615526665387
45.34029296345854,0.24876768506823055
45.377821480833894,0.4179330769002263
45.426072431745055,0.5532653903658513
45.47432338265622,0.6885977038314479
45.538657983871104,0.6547646254650488
45.645882319229244,0.3502669201674564
45.59227015155018,0.485599233633053
45.726300570747846,0.2149346067018314
45.80135760549855,0.3502669201674564
45.892498290552965,0.45176615526665387
45.967555325303664,0.4179330769002263
46.037251143286454,0.3502669201674564
46.101585744501335,0.3502669201674564
46.23561616369902,0.3502669201674564
46.19272642955576,0.3502669201674564
46.2999507649139,-0.05573002022933338
46.428619967343664,-0.1233961769621601
46.36428536612878,-0.05573002022933338
46.49831578532646,0.2826007634346581
46.68595837220321,0.2149346067018314
46.57337282007716,0.2826007634346581
46.76101540695391,0.18110152833546067
46.83607244170461,0.18110152833546067
46.93257434352693,0.18110152833546067
47.05052111242089,0.2149346067018314
47.10949449686787,0.485599233633053
47.20063518192228,0.485599233633053
47.27569221667298,0.2826007634346581
47.34002681788787,-0.05573002022933338
47.39363898556694,0.18110152833546067
47.49550210415717,0.485599233633053
47.55447548860415,0.6547646254650488
47.441889936478105,0.3502669201674564
47.58664278921159,0.3502669201674564
47.63489374012275,0.31643384180105727
47.68314469103392,0.0796022932362348
47.758201725784616,0.14726844996906152
47.833258760535315,0.14726844996906152
47.876148494678574,0.2826007634346581
47.96728917973299,0.2826007634346581
48.015540130644155,0.14726844996906152
48.117403249234385,-0.021896941862934227
48.05842986478741,0.0796022932362348
48.187099067217176,0.24876768506823055
48.251433668432064,0.6885977038314479
48.283600969039504,0.8239300172970445
48.34793557025439,1.0269284874954394
48.38010287086183,1.162260800961036
48.41763138823718,1.3314261927930602
48.444437472076714,1.162260800961036
48.465882339148344,1.1284277225946653
48.508772073291595,1.1960938793274352
48.589190324810204,1.297593114426661
48.63208005895346,1.1960938793274352
48.658886142792994,1.0607615658618386
48.723220744007875,0.8239300172970445
48.77147169491904,0.45176615526665387
48.82508386259811,0.14726844996906152
48.90014089734881,0.2149346067018314
48.95911428179579,0.2826007634346581
49.02344888301068,0.11343537160266237
49.119950784833,0.0796022932362348
49.17356295251207,0.11343537160266237
49.22717512019114,0.2826007634346581
49.30223215494184,0.4179330769002263
49.36120553938882,0.485599233633053
49.39337283999626,0.485599233633053
49.43626257413952,0.6885977038314479
49.50595839212231,0.7562638605642178
49.54348690949766,0.7562638605642178
49.59709907717673,0.7562638605642178
49.63462759455207,0.7224307821978471
49.73649071314231,0.485599233633053
49.84371504850045,0.31643384180105727
49.68823976223115,0.6547646254650488
49.89732721617953,0.14726844996906152
49.972384250930226,0.0119361365034365
50.02063520184138,0.0119361365034365
50.079608586288366,0.0796022932362348
50.15466562103906,0.14726844996906152
50.24580630609348,0.0119361365034365
50.36911429175534,-0.021896941862934227
50.31550212407627,0.0119361365034365
50.438810109738135,0.0119361365034365
50.49778349418511,0.0796022932362348
50.562118095399995,0.45176615526665387
50.6425363469186,0.5194323119994522
50.722954598437205,0.4179330769002263
50.798011633187905,0.31643384180105727
50.851623800866975,0.0119361365034365
50.91059718531395,-0.021896941862934227
50.98565422006465,0.04576921486983565
51.098239772190695,0.04576921486983565
51.194741674013024,0.0796022932362348
51.27515992553163,0.04576921486983565
51.35021696028233,0.04576921486983565
51.43063521180093,0.0796022932362348
51.51641468008745,0.14726844996906152
51.6343614489814,0.0119361365034365
51.69869605019629,-0.05573002022933338
51.77375308494698,0.18110152833546067
51.84881011969768,0.2826007634346581
51.95603445505582,0.04576921486983565
52.00964662273489,0.04576921486983565
52.07934244071769,0.0119361365034365
52.13831582516466,0.0119361365034365
52.25626259405862,0.0119361365034365
52.31523597850559,-0.05573002022933338
52.34740327911304,0.0796022932362348
52.40637666356002,0.0796022932362348
52.4707112647749,0.2826007634346581
52.51360099891816,0.5532653903658513
52.59938046720467,1.0269284874954394
52.65299263488374,1.500591584625056
52.701243585794906,1.974254681754644
52.808467921153046,2.5155839356170304
52.894247389439556,2.5155839356170304
52.969304424190256,2.447917778884232
53.028277808637235,2.177253151953039
53.092612409852116,1.9065885250218173
53.162308227834906,1.7035900548234508
53.20519796197816,1.3314261927930602
53.264171346425144,0.9592623307626695
53.290977430264675,0.6547646254650488
53.333867164407934,0.38409999853382715
53.392840548854906,0.11343537160266237
53.473258800373515,-0.08956309859576095
53.575121918963745,-0.08956309859576095
53.63945652017863,0.2826007634346581
53.74668085553677,0.45176615526665387
53.794931806447934,0.5194323119994522
53.85390519089491,0.4179330769002263
53.902156141806074,0.14726844996906152
53.987935610092585,0.2826007634346581
54.046908994539564,0.5194323119994522
54.14341089636189,0.5532653903658513
54.19702306404096,0.45176615526665387
54.25063523172003,0.2826007634346581
54.31496983293491,0.2826007634346581
54.31496983293491,0.2826007634346581
54.35785956707817,0.5194323119994522
54.41147173475724,0.9930954091290403
54.44363903536469,1.39909234952583
54.53477972041911,1.8727554466554466
54.61519797193772,1.974254681754644
54.46508390243632,1.6359238980906525
54.71706109052794,2.008087760121043
54.78139569174283,1.974254681754644
54.81892420911818,1.7035900548234508
54.88862002710097,2.6847493274490546
54.86181394326144,2.211086230319438
54.92614854447632,3.3952439731434367
54.96367706185167,4.139571697204218
54.9904831456912,4.985398656364197
55.00656679599493,5.865058693890603
55.05481774690609,7.2183818285465975
55.07090139720981,8.199541101172201
55.01728922953074,6.541720261218586
55.08698504751353,9.07920113869858
55.11379113135307,10.229525803156179
55.11379113135307,11.041519683949787
55.14595843196051,11.921179721476165
55.17812573256795,12.733173602269773
55.17276451580004,13.849665188360945
55.17812573256795,15.101489087917741
55.2156542499433,16.150314517276144
55.25854398408656,17.131473789901747
55.25854398408656,18.21413229762652
55.28535006792609,19.432123118816918
55.30679493499772,20.311783156343296
55.31751736853354,20.683947018373686
55.376490752980516,21.63127321263289
55.41401927035586,21.2252762722361
55.45690900449912,20.785446253472912
55.537327256017726,20.853112410205682
55.57485577339307,21.3267755073353
55.607023074000516,21.935770917930512
55.639190374607956,20.98844472367128
55.671357675215404,20.04111852941213
55.70888619259075,18.9584600216873
55.70888619259075,18.078799984160923
55.735692276430285,16.894642241336925
55.74105349319819,15.879649890344922
55.757137143501915,14.830824460986548
55.789304444109355,13.680499796528949
55.810749311180984,12.902338994101768
55.842916611788425,11.582848937812173
55.864361478860054,10.229525803156179
55.875083912395866,8.943868825232983
55.896528779467495,7.52287953384419
55.907251213003306,6.474054104485816
55.960863380682376,5.391395596761015
56.009114331593544,4.207237853937045
56.062726499272614,3.023080111113046
56.143144750791215,2.177253151953039
56.218201785541915,1.39909234952583
56.31470368736424,0.7224307821978471
56.42728923949029,0.04576921486983565
56.53987479161634,0.0119361365034365
56.60420939283122,0.5194323119994522
56.66854399404611,0.9592623307626695
56.73287859526099,1.4667585062586568
56.79721319647587,2.1434200735866398
56.882992664762384,1.974254681754644
56.99557821688844,1.8389223682890474
57.08671890194285,1.8050892899226483
57.16177593669356,2.1434200735866398
57.23147175467634,2.617083170716228
57.2743614888196,3.090746267845816
57.36550217387402,3.3614108947770376
57.42447555832099,3.902740148639424
57.47808772600007,4.816233264532201
57.52633867691123,5.662060223692208
57.59067327812612,6.135723320821796
57.68717517994844,5.865058693890603
57.7247036973238,5.120730969829822
57.77831586500287,4.4779024808682095
57.84265046621775,3.7335747568074282
57.87481776682519,2.9554139543802194
57.91234628420054,2.211086230319438
58.00348696925496,1.39909234952583
58.083905220773566,1.0945946442282377
58.14823982198845,0.45176615526665387
58.23401929027496,-0.021896941862934227
58.346604842401014,0.31643384180105727
58.464551611294965,0.6547646254650488
58.57713716342101,0.38409999853382715
58.711167582618685,0.24876768506823055
58.81303070120892,0.2149346067018314
58.936338686870776,0.24876768506823055
59.038201805461014,0.18110152833546067
59.14006492405125,0.04576921486983565
59.23656682587358,0.38409999853382715
59.3330687276959,0.925429252396242
59.39740332891079,0.5194323119994522
59.48854401396521,0.11343537160266237
59.59040713255544,-0.021896941862934227
59.67618660084195,0.0796022932362348
59.79413336973591,0.45176615526665387
59.85310675418288,0.5194323119994522
